Input_context,Input_title,Input_url,Answer_description
how many racers had an offenhauser engine?,Entrants,https://en.wikipedia.org/wiki/Race_of_Two_Worlds#Entrants,"I found a table of the entrants for the Race of Two Worlds. of the 15 drivers listed, 9 of them had an offenhauser engine. 11 of the drivers for this race were from America!"
how many racers had an offenhauser engine?,Entrants,https://en.wikipedia.org/wiki/Race_of_Two_Worlds#Entrants,I found a table of entrants in Race of Two Worlds. There were 8 entrants that had an offenhauser engine. Ecurie Ecosse was entrant 3 times. 4 entrants used the Kurtis Kraft 500G chassis.
how many racers had an offenhauser engine?,Entrants,https://en.wikipedia.org/wiki/Race_of_Two_Worlds#Entrants,"This is a table that lists entrants from the Race of Two Worlds, also known as the 500 Miglia di Monza. The race was held in 1957 and 1958. The table lists each entrant in the race by; name of the driver, who sponsored the driver, the chassis of the car they drove and the engine type of the car."
how many racers had an offenhauser engine?,Entrants,https://en.wikipedia.org/wiki/Race_of_Two_Worlds#Entrants,"This shows the 15 drivers in the Race of Two Worlds. The table provides car number, driver name and nationality (majority US), entrant name, chassis type (e.g., Jaguar, Maserati, etc.), and Tyre type (F or D). The table is also color-coded by car type (gray for USAC, red for formula one, and blue for sportscare) and the majority were USAC."
how many racers had an offenhauser engine?,Entrants,https://en.wikipedia.org/wiki/Race_of_Two_Worlds#Entrants,"i found a table of entrants of htis table. There are 8 racers had an offenhauser engine.  Pat O'Connor of entrants Sumar ,Chassis is Kurtis Kraft 500G and engine is offenhauser, etc.,"
in what year were there the most athletes?,Editions,https://en.wikipedia.org/wiki/NACAC_U23_Championships_in_Athletics#Editions,I spotted a table detailing data of athletes and events for 20 years starting 2000. Year 2019 saw a maximum of 500 athletes in 44 events. It was held in Mexico. Year 2006 comes second with 373 athletes in Dominican Republic.
in what year were there the most athletes?,Editions,https://en.wikipedia.org/wiki/NACAC_U23_Championships_in_Athletics#Editions,"i found a table of editions from NACAC U23 Championships in Athletics.there were most of the athletes participate in 2019 which is ~500. In 2006, 373 athelets participate in  NACAC U23 Championships."
in what year were there the most athletes?,Editions,https://en.wikipedia.org/wiki/NACAC_U23_Championships_in_Athletics#Editions,"The NACAC U23 Championships in Athletics is an under-23 athletics competition held between the member associations of the North American, Central American and Caribbean Athletic Association. Here is the detail of year wise editions of the game. In this we can find out the Year in which the games were held, City & Country where the games were held, Date, Venue, No. Of Events and No. Of Athletes."
in what year were there the most athletes?,Editions,https://en.wikipedia.org/wiki/NACAC_U23_Championships_in_Athletics#Editions,"I found a table of Editions, and it indicates that there were the most athletes, about 500, in the year 2019. It seems that each year, the number of athletes tends to increase. This table also shows the country, the majority of which are Mexico, US, and Canada."
in what year were there the most athletes?,Editions,https://en.wikipedia.org/wiki/NACAC_U23_Championships_in_Athletics#Editions,"I found a table of Editions of the NACAC U23 Championships in Athletics. There were the most athletes in the year 2019, and the least athletes in 2000. In 2019 there were ~500 athletes and in 2000 there were 184."
how many people were appointed after 2011?,Managers,https://en.wikipedia.org/wiki/List_of_current_Belgian_Football_League_managers#Managers,"I found a table listing all the current managers of the Belgian Football League from December 2011 until December 2019. in 2011 only 1 manager, Francky Dury, was appointed at that time."
how many people were appointed after 2011?,Managers,https://en.wikipedia.org/wiki/List_of_current_Belgian_Football_League_managers#Managers,i found a table Managers from List of current Belgian Football League managers. it has 24 managers appointed after 2011. Francky Dury from Zulte Waregem club appointed in 2011 remaining managers are appointed after 2011.
how many people were appointed after 2011?,Managers,https://en.wikipedia.org/wiki/List_of_current_Belgian_Football_League_managers#Managers,I FOUND A TABLE OF MANAGERS LIST. THERE ARE 24 PEOPLE APPOINTED AFTER 2011.FRANCKY DURY APPOINTED IN ZULTE WAREGEM CLUB. BOB PEETERS APPOINTED IN WESTERLO CLUB. THEN MANY PEOPLE APPOINTED IN MANY CLUBS.
how many people were appointed after 2011?,Managers,https://en.wikipedia.org/wiki/List_of_current_Belgian_Football_League_managers#Managers,"I found a table of all 24 managers in the top 2 tiers of Belgium Football. It includes their name, their nationality, date of birth, the club they manage, the date they were named the manager, the length with the team as the manager, and the division they are in."
how many people were appointed after 2011?,Managers,https://en.wikipedia.org/wiki/List_of_current_Belgian_Football_League_managers#Managers,"There are 24 association football teams in the top two tiers of Belgian football, all of whom have a manager. Here is the detail of managers of all 24 teams. In this table we can find out the name of the manager, his nationality, his date of birth, Club, Division, Date of appointment, Time span as manager and source information."
how many players have a total above 10?,Single_game,https://en.wikipedia.org/wiki/1971–72_National_Hurling_League#Single_game,I found a table of Single game. There are totally 13 players have a total above 10 in the single game.  they are placed with in the 9 ranks in the single room.
how many players have a total above 10?,Single_game,https://en.wikipedia.org/wiki/1971–72_National_Hurling_League#Single_game,"i have a table here of all the top scorers in a single game for the national hurling league. Out of 39 hurlers, only 13 of them ever scored over 10 points in a single game. Also 13 of them scored exactly 10 points!"
how many players have a total above 10?,Single_game,https://en.wikipedia.org/wiki/1971–72_National_Hurling_League#Single_game,"The 1971–72 National Hurling League was the 41st season of the National Hurling League. Here is the detail of Single games played in this league. In this table we can find out the Rank of the winning player, Player names, Respective countries of the players, Tally score of the match, Total score and Opposition."
how many players have a total above 10?,Single_game,https://en.wikipedia.org/wiki/1971–72_National_Hurling_League#Single_game,I found a table about the 1971-72 national hurling league. the table depicts the top scorers during a single game of that season. the top scorer was Éamonn Flynn and he had a total score of 14 against Wexford.
how many players have a total above 10?,Single_game,https://en.wikipedia.org/wiki/1971–72_National_Hurling_League#Single_game,"There were a total of 13 players with a total above 10, single game, in the 1971-72 season National Hurling League. Two, Éamonn Flynn of Dublin and Charlie McCarthy of Cork had the highest total, both attaining 14."
tell me about her discography,Discography,https://en.wikipedia.org/wiki/Solveig_Slettahjell#Discography,"I just saw a very interesting table about Slettahjell. It shows all her albums by year, the Labels she worked with during the various albums, personnel she also worked with during the albums are in the table too,also with the peak positions during the various Years"
tell me about her discography,Discography,https://en.wikipedia.org/wiki/Solveig_Slettahjell#Discography,I refer to a table in which Solveig Slettahjell's performances as a leader is given for 15 years.  10 albums were there in which she was ranked 5th in three. As a leader she performed last in 2015.
tell me about her discography,Discography,https://en.wikipedia.org/wiki/Solveig_Slettahjell#Discography,"From this table of her Discography, Solveig Slettahjell has 10 albums as leader, starting with Slow Motion Orchestra(2001) to Trails Of Souls(2015). Her labels include Curling Legs, Universal, and ACT, and her peak chart position was 5, 3 times."
tell me about her discography,Discography,https://en.wikipedia.org/wiki/Solveig_Slettahjell#Discography,i found a table of discography of  Solveig Slettahjell. this table has 10 albums and there are 3 albums has 5th peak positions. Antologie album has 6th peak position. other albums peak positions are above 20.
tell me about her discography,Discography,https://en.wikipedia.org/wiki/Solveig_Slettahjell#Discography,i found a table listing the discography for Solveig Slettahjell. She had a total of 10 albums between the years of 2001 to 2015. She went through 4 different labels and managed to make number 5 in the NOR position 3 times!
tell me about alcohol consumtion in cananda,Comparative_consumption,https://en.wikipedia.org/wiki/Alcoholic_drinks_in_Canada#Comparative_consumption,"I FOUND A TABLE OF ALCOHOLIC CONSUMPTION IN CANADA. THE TABLE EXPLAINS ABOUT 13 DIFFERENT TERRITORIES. IT EXPLAINS ABOUT BEER, WINE AND SPIRITS SURVEY. ALL OF THREE BEER HOLDS THE FIRSTS PLACE IN CONSUMPTION."
tell me about alcohol consumtion in cananda,Comparative_consumption,https://en.wikipedia.org/wiki/Alcoholic_drinks_in_Canada#Comparative_consumption,"The table I saw shows litres of Wine, Beer and Spirits consumed per person per year in 12 territories of Canada.Yukon territory is the highest Wine and Spirits consumer while Quebec is for Beer .Quebec, Saskatchewan and British Columbia are  lowest consumers of Spirits, Wine and Beer respectively."
tell me about alcohol consumtion in cananda,Comparative_consumption,https://en.wikipedia.org/wiki/Alcoholic_drinks_in_Canada#Comparative_consumption,I found a table of comparative consumption of alcoholic drinks in Canada. Quebec ranks highest in beer and Yukon ranks highest in wine and spirits. Yukon ranks highest total and New Brunswick ranks lowest.
tell me about alcohol consumtion in cananda,Comparative_consumption,https://en.wikipedia.org/wiki/Alcoholic_drinks_in_Canada#Comparative_consumption,"There is no Data for Nunavut. For Wine, Yukon is the leader for consumption, While Quebec is the biggest consumer of beer. Yukon also leads for consumption of spirits. Saskatchewan is the least consumer for wine, Northwest Territories are the lowest consumer of beers, and  Quebec is the lowest consumer of spirits."
tell me about alcohol consumtion in cananda,Comparative_consumption,https://en.wikipedia.org/wiki/Alcoholic_drinks_in_Canada#Comparative_consumption,"In this table of Alcohol consumption in Canada, I discovered that the majority of wine and beers drinkers are in Yukon and Quebec while the lowest drinking population resides in Saskatchewan. Of the 13 provinces, Yukon is top rated in Wine while Quebec is top rated in beer consumption."
how many riders scored at least 20 points?,250_cc_classification,https://en.wikipedia.org/wiki/2002_Catalan_motorcycle_Grand_Prix#250_cc_classification,"I found a table of 250 cc classification. 2 riders scored at least 20 points, 4 scored between 10 and 20, and 9 scored from 1 to 9 points.There were 25 riders. 2 were Ret due to Retirement and 1 was Ret due to 	Accident"
how many riders scored at least 20 points?,250_cc_classification,https://en.wikipedia.org/wiki/2002_Catalan_motorcycle_Grand_Prix#250_cc_classification,"I HAVE FOUND A TABLE OF 250 CC CLASSIFICATION. THERE ARE THREE DIFFERENT MANUFACTURERS LIKE HONDA, YAMAHA AND APRILIA. THERE ARE 25 RIDERS. OUT OF ALL 3 VERY RETIRED."
how many riders scored at least 20 points?,250_cc_classification,https://en.wikipedia.org/wiki/2002_Catalan_motorcycle_Grand_Prix#250_cc_classification,"I HAVE FOUND A TABLE OF 250 CC CLASSIFICATION RIDERS. THERE ARE THREE DIFFERENT MANUFACTURERS LIKE HONDA, YAMAHA AND APRILIA. OUT OF 25 RIDERS THREE OF THEM WERE RETIRED. ALL OF THEM WERE FROM DIFFERENT COUNTRIES."
how many riders scored at least 20 points?,250_cc_classification,https://en.wikipedia.org/wiki/2002_Catalan_motorcycle_Grand_Prix#250_cc_classification,I found a table for 250_cc_classification list for top 22 names .the most point Marco Melandri is an Italian former motorcycle road racer. In his last competitive season he rode in the Superbike World Championship for Italy-based GRT team using Yamaha R1 machines with teammate Sandro Cortese.But score leaste 20 points for Tohru Ukawa is a former Grand Prix motorcycle road racer from Japan. it  Repsol Honda Team for bike .
how many riders scored at least 20 points?,250_cc_classification,https://en.wikipedia.org/wiki/2002_Catalan_motorcycle_Grand_Prix#250_cc_classification,"The 2002 Catalan motorcycle Grand Prix was the sixth round of the 2002 MotoGP Championship. Here are the details of 250 cc classification for 2002 Catalan motorcycle Grand Prix. In this table we can find out the Position obtained, Number, Rider name with a picture of his country flag, Manufacturer, Number of Laps, Time/Retired, Grid number and Points obtained."
tell me about the tall buldings in kanpur,List_of_tallest_buildings_in_Kanpur,https://en.wikipedia.org/wiki/List_of_tallest_buildings_in_Kanpur,"i found a table of List of tallest buildings in Kanpur. Iconic Tower, Emerald Gardens Tower A, B, C & D, Ratan Planet are the tall buildings of kanpur. these has 295 ft. it has above 15 floors."
tell me about the tall buldings in kanpur,List_of_tallest_buildings_in_Kanpur,https://en.wikipedia.org/wiki/List_of_tallest_buildings_in_Kanpur,"There are around 24 buildings above 30 metres height excluding antenna masts in Kanpur. Of these Iconic Tower, Emerald Gardens Tower and Ratan Planet are ranked highest with 90 metres. Ratan planet has only 18 floors but the other two has 25 floors."
tell me about the tall buldings in kanpur,List_of_tallest_buildings_in_Kanpur,https://en.wikipedia.org/wiki/List_of_tallest_buildings_in_Kanpur,"There are 24 in the list with built dates ranging from 2000 to 2019. The tallest building in Kanpur is The Iconic Tower building which is 25 floors (295 ft) and built in 2017. The shortest is the Shivalik Mittals Atalika building, which is 18 floors (180 ft), and built in 2017."
tell me about the tall buldings in kanpur,List_of_tallest_buildings_in_Kanpur,https://en.wikipedia.org/wiki/List_of_tallest_buildings_in_Kanpur,"This list ranks buildings in Kanpur, Uttar Pradesh, India that stand at least 55 m (180 ft) tall, based on standard height measurement. This table provides us with the detail of Serial number of the building according to the height, Name of building, Area in which building is located, Height, Number of floors and Year of formation."
tell me about the tall buldings in kanpur,List_of_tallest_buildings_in_Kanpur,https://en.wikipedia.org/wiki/List_of_tallest_buildings_in_Kanpur,There are 2 tallest buildings in kanpur. The Land Mark Tower raises 80 metres(262ft) and contain 18 floors. Som Business square(EL Mart) is the second tallest building in the kanpur. It was completed on 2005. It contain lowest floor compare to other building.
what is the most amount of stars?,National_teams,https://en.wikipedia.org/wiki/Star_(football_badge)#National_teams,"Of the 8 nations included in the intercontinental table of men's national teams with stars, Brazil has the most stars, at 5, first wearing one in 1958. Close behind, Uruguay, Italy, and Germany each have 4."
what is the most amount of stars?,National_teams,https://en.wikipedia.org/wiki/Star_(football_badge)#National_teams,"I found a table of National_teams.The first team in association football history to adopt a star was Juventus,like FIFA World Cup.This article is about the men's association football tournament For the women's tournament, see FIFA Women's World Cup. The world's first international football match was a challenge match played in Glasgow in 1872 between Scotland and England, In October 2013,In October 2013, Sepp Blatter spoke of guaranteeing the Caribbean Football Union's region a position in the World Cup."
what is the most amount of stars?,National_teams,https://en.wikipedia.org/wiki/Star_(football_badge)#National_teams,"I found a table of National teams. The most amount of stars is 5, Brazil.The first was won in 1930 and the latest in 2010. There are 7 World Cup titles represented."
what is the most amount of stars?,National_teams,https://en.wikipedia.org/wiki/Star_(football_badge)#National_teams,"I Found a table of mens Intercontinental teams who have won the football award known as stars.  The teams who have won these awards from the years of 1930-2010 include Brazil, Italy, Germany, Uruguay, Argentina, France, England and Spain. Out of all of these, Brazil was awarded with the most stars of 5 and the least being England and Spain who both had a total of 1 star each."
what is the most amount of stars?,National_teams,https://en.wikipedia.org/wiki/Star_(football_badge)#National_teams,"I found a table of Star football badges in world cup. There are 8 countries, like Brazil and Italy. The First match won in 1958 by brazil and collected 5 stars which is high in mens intercontinental team record. Among them, Spain and England won one star badges which is low in the table."
how did her perform in the finals,Grand_Slam_finals,https://en.wikipedia.org/wiki/Anne_Smith#Grand_Slam_finals,"Anne Smith (born July 1, 1959) is an educational psychologist known for her past as a professional tennis player from the United States. Here are the details for her major grand slam finals under Doubles: 9(5-4) category. In this table we have Name of championship, Year, Result, surface of court, Partner name, Opponent Names image of country flag and final score."
how did her perform in the finals,Grand_Slam_finals,https://en.wikipedia.org/wiki/Anne_Smith#Grand_Slam_finals,I found a table of Grand Slam finals of Anne Smith. She won 5 times and lost 4 times. She competed in 4 different championships and the championship she won the most times was the French Open. She won twice each in 1980 and 1981.
how did her perform in the finals,Grand_Slam_finals,https://en.wikipedia.org/wiki/Anne_Smith#Grand_Slam_finals,"i found a table grand slam finals of this list.The period of performence is 1980-1984.  Then win of 1981""Us Open"" championship  in hard. when the partner is Kathy Jordan.Then opponents is a United States Rosemary Casals,Australia Wendy Turnbull,etc.,"
how did her perform in the finals,Grand_Slam_finals,https://en.wikipedia.org/wiki/Anne_Smith#Grand_Slam_finals,"According to the table, Anne Smith was in 9 doubles among the finals she participated in, spanning from 1980 to 1984. She won 2 in 1980, 2 in 1981, and 1 in 1982: a total of 5 wins. Kathy Jordan was her partner 8 of the 9 doubles."
how did her perform in the finals,Grand_Slam_finals,https://en.wikipedia.org/wiki/Anne_Smith#Grand_Slam_finals,"Anne Smith (born July 1, 1959) is an educational psychologist known for her past as a professional tennis player from the United States. Here is the detail of her Grand slam finals for Doubles: 9 (5–4) & Mixed doubles: 5 (5–0) categories in different tables. In these tables we have information about result of the match, Year, Championship name, Surface of lawn, Partner, Opponents and Score."
tell me about his career,Achievements,https://en.wikipedia.org/wiki/Julio_René_Mart%C3%ADnez#Achievements,"The table shows that Julio Rene Martinez won first place in the Central American Games in 1994, in the Central American and Caribbean Championships in 1997, as well as the Central American Games, same year, then on that same tournament later on 2003 and 2005. On many other competitions, he usually achieved second or third place, rarely falling shorter from that."
tell me about his career,Achievements,https://en.wikipedia.org/wiki/Julio_René_Mart%C3%ADnez#Achievements,"I found a table of Achievements of Julio René Martínez. He competed from 1990 to 2007. He finished 1st place 4 times, 2nd place 4 times, and 3rd place 6 times. His shortest race was 10,000 m and his longest race was 50 km."
tell me about his career,Achievements,https://en.wikipedia.org/wiki/Julio_René_Mart%C3%ADnez#Achievements,"i found a table of Achievements.The achievements period of this table in 1990-2007.Many achievements of this table. year of 1990 is competition of Pan American Race Walking Cup in venue is a Xalapa, México, then the position is a 25th,20km of achieve.etc.,"
tell me about his career,Achievements,https://en.wikipedia.org/wiki/Julio_René_Mart%C3%ADnez#Achievements,"I found a table of Julio René Martínez Sicán is a Guatemalan race walker. it has a competition details and also venue, position, event, position information. its period between 1990 to 2007 participate many teams based world level. Central American and Caribbean Championships,Central American Games, Central American and Caribbean Championships, Central American Games  has won the 1st prize."
tell me about his career,Achievements,https://en.wikipedia.org/wiki/Julio_René_Mart%C3%ADnez#Achievements,"I found that Julio René Martínez have participated in various Competition and won several medals.He won four Gold medals,four Silver medals and six Bronze medals.His Personal best in 20 km walk is : 1:17:46 hrs in  Germany Eisenhüttenstadt, 8 May 1999."
how many points did toronto have more than montreal in their first game?,Regular_season,https://en.wikipedia.org/wiki/1916–17_Toronto_Hockey_Club_season#Regular_season,I found a table about the Toronto Hockey Club from 1916-17 season of the National Hockey Association. The table list the final standings of the different clubs including  Montreal Canadiens and Montreal Wanderers. the Toronto Hockey Club was 4th during the 1916-17 final standings with a win:loss of 5:5
how many points did toronto have more than montreal in their first game?,Regular_season,https://en.wikipedia.org/wiki/1916–17_Toronto_Hockey_Club_season#Regular_season,The Toronto Hockey Club play professional Hockey in the National Hockey Association league. The Montreal Wanderers play in this same league. The 1916-17 season was a great season for the Toronto club better than the Montreal Wanderers. Toronto finished above the Montreal Wanderers with a difference of 5 wins to Montreal 3 wins. The leagues was led by Montreal Canadiens while Quebec Bulldogs were bottom of the league after playing ten games each.
how many points did toronto have more than montreal in their first game?,Regular_season,https://en.wikipedia.org/wiki/1916–17_Toronto_Hockey_Club_season#Regular_season,"I found a table showing the Game Log. Toronto had a 6 more points than Montreal in their first game, while in their 2nd game they lost by 4 points, and in their last game they had only a 4 point lead. Toronto played Montreal 3 times, Dec 27, Jan 13, and Jan 31."
how many points did toronto have more than montreal in their first game?,Regular_season,https://en.wikipedia.org/wiki/1916–17_Toronto_Hockey_Club_season#Regular_season,"I found a table of Regular_season.  There are 2 toronto teams is there, toronto 228th battalion and toronto hockey club.  nearly 19 and 7 points toronto have more than montreal in their first game."
how many points did toronto have more than montreal in their first game?,Regular_season,https://en.wikipedia.org/wiki/1916–17_Toronto_Hockey_Club_season#Regular_season,"according to the table i have, the first game between toronto and montreal took place on December 27th. Toronto scored six more points than Montreal resulting in a win at 7-1 in favor of Toronto!"
tell me about the football clubs in Finland,T,https://en.wikipedia.org/wiki/List_of_football_clubs_in_Finland_–_T#T,"i found a table of T of this list.  There are many football clubs in Finland of this table.Abbreviation of Tampere United is a Settlement is a 	Tampere,District is a Tampere,Official Name of Tampere United, and Division is a Veikkausliiga."
tell me about the football clubs in Finland,T,https://en.wikipedia.org/wiki/List_of_football_clubs_in_Finland_–_T#T,"I found a table that list the football clubs in Finland that begins with the letter ""T"". In total there are 55 clubs in various districts and those clubs are further broken down into many divisions."
tell me about the football clubs in Finland,T,https://en.wikipedia.org/wiki/List_of_football_clubs_in_Finland_–_T#T,"I found a table of T football clubs in Finland. There are 56 T football clubs. There are 12 cubs in Turku Settlement and 10 in Tampere. 15 teams are in Vitonen Division, 14 are in Kutonen, and 12 in Nelonen."
tell me about the football clubs in Finland,T,https://en.wikipedia.org/wiki/List_of_football_clubs_in_Finland_–_T#T,"From the list, there are 55 football clubs that start with a T in Finland. These range from Taalintehtaan Jäntevä, which represent Taalintehdas in the Vitonen league, to Töölön Taisto, which represent Töölö in the Nelolen league."
tell me about the clubs,Clubs,https://en.wikipedia.org/wiki/2012–13_New_Zealand_Football_Championship#Clubs,"I found a table of teams involved in the 2012-2013 New Zealand football championship, the location of the teams, the stadium capacity of the teams and their kit manufacturers. Among all the teams, Otago United's Forsyth Barr Stadium is the one with highest capacity of 30,500, while Waitakere United's Fred Taylor Park has the lowest capacity of just 2,500."
tell me about the clubs,Clubs,https://en.wikipedia.org/wiki/2012–13_New_Zealand_Football_Championship#Clubs,"I HAVE FOUND THE TABLE OF CLUBS IN NEW ZEALAND FOOTBALL CHAMPIONSHIP. THEY MENTION THE LOCATION AND STADIUM CAPACITY. IN THAT STADIUM CAPACITY DUNEDIN HOLDS LARGEST CAPACITY(30,500) OF ALL. ALSO THEY MENTION SPONSOR, CAPTAIN AND MANAGER."
tell me about the clubs,Clubs,https://en.wikipedia.org/wiki/2012–13_New_Zealand_Football_Championship#Clubs,"From the chart, there are 8 football championship clubs in New Zealand in the 2012-13 season. Otago United, based in Dunedin, has the largest home stadium with a capacity of 30,500. Nike is the kit manufacturer for the most teams, with 3 total."
tell me about the clubs,Clubs,https://en.wikipedia.org/wiki/2012–13_New_Zealand_Football_Championship#Clubs,"I found a table of clubs in the 2012–13 New Zealand Football Championship.  There are 8 clubs, like Auckland City FC and Canterbury United. They are located in 8 regions across New Zealand. Among them, Otago United has a stadium with the largest capacity, while Waitakere United has a stadium with the lowest capacity."
tell me about the clubs,Clubs,https://en.wikipedia.org/wiki/2012–13_New_Zealand_Football_Championship#Clubs,"The New Zealand Football Championship's 2012–13 season will be the ninth season of the NZFC since its establishment in 2004. The number of clubs participated in this championship. The table provides us with the detail of Team related to the club, Location (City), Stadium location, Capacity of stadium, Manager of Team with Pic of country flag, Captain of team (Name with pic of country flag), Kit Manufacturer and Shirt sponsor for respective teams."
what was the total number of fastest laps that peggen andersson completed?,Race_calendar_and_winners,https://en.wikipedia.org/wiki/1998_Swedish_Touring_Car_Championship#Race_calendar_and_winners,"i found a table of Race_calendar_and_winners from 1998 Swedish Touring Car Championship.That peggan anderson completed three fastest laps in the race. ""Peggen"" Andersson is a race car driver from Falkenberg, Sweden."
what was the total number of fastest laps that peggen andersson completed?,Race_calendar_and_winners,https://en.wikipedia.org/wiki/1998_Swedish_Touring_Car_Championship#Race_calendar_and_winners,"I spotted a table showing winning teams , drivers, fastest laps of rounds held in Sweden. Of the total 6 rounds Peggen Andersson completed 3 fastest laps. He was also the winning driver in 2 rounds."
what was the total number of fastest laps that peggen andersson completed?,Race_calendar_and_winners,https://en.wikipedia.org/wiki/1998_Swedish_Touring_Car_Championship#Race_calendar_and_winners,"The 1998 Swedish Touring Car Championship season was the 3rd Swedish Touring Car Championship (STCC) season. It was decided over six race weekends (comprising twelve races) at five different circuits. Here is the race calendar with winners. The table provides us with the detail of Rounds, Circuit, Date, Pole Position, Fastest Lap, Winning Driver, Winning Team and Winning Privateer."
what was the total number of fastest laps that peggen andersson completed?,Race_calendar_and_winners,https://en.wikipedia.org/wiki/1998_Swedish_Touring_Car_Championship#Race_calendar_and_winners,i found a table listing the race calenders and winners of the 1998 Swedish Touring Car Championship. Peggen Anderson held the record for fastest lap in three of those curcuit races.
what was the total number of fastest laps that peggen andersson completed?,Race_calendar_and_winners,https://en.wikipedia.org/wiki/1998_Swedish_Touring_Car_Championship#Race_calendar_and_winners,"The 1998 Swedish Touring Car Championship season was the 3rd Swedish Touring Car Championship season. Here are the details of Race calendar and winners. All the rounds were held in Sweden. This table provides us with the detail races with respect to Rounds, circuit, Date of race, Pole position, Fastest Lap, Winning Driver, Winning team and winning Privateer."
how many athletes finished race 1?,Alpine_skiing,https://en.wikipedia.org/wiki/Iceland_at_the_2002_Winter_Olympics#Alpine_skiing,"Iceland competed at the 2002 Winter Olympics in Salt Lake City, United States. They did not win any medals. Here is the detail of Men and women Alpine skiing at 2002 winter Olympics. These are separate tables for Men and women events. In these tables we can find out the name of athlete, Event name, Race 1 Time, Race 2 Time, Total Time and Rank."
how many athletes finished race 1?,Alpine_skiing,https://en.wikipedia.org/wiki/Iceland_at_the_2002_Winter_Olympics#Alpine_skiing,"The table displays the results for the men's alpine skiing team of Iceland during the 2002 Winter Olympics. In the Giant Salom event only Magnusson managed to finish both races and in the Salom event, only Haraldsson and Björnsson finished both races. Iceland did not receive the Olympic gold in either event."
how many athletes finished race 1?,Alpine_skiing,https://en.wikipedia.org/wiki/Iceland_at_the_2002_Winter_Olympics#Alpine_skiing,I HAVE FOUND THE TABLE OF ALPINE SKIING WINNERS. THEY CATEGORIZED AWARDS FOR BOTH MEN AND WOMEN. TOTALLY 7 PLAYERS FINISHED RACE 1 OUT OF 7 TWO WERE WOMEN.
how many athletes finished race 1?,Alpine_skiing,https://en.wikipedia.org/wiki/Iceland_at_the_2002_Winter_Olympics#Alpine_skiing,"I found the table of alpine skiing , 5 Athletes finished the race 1 in variety of event,In that 3 men and 2 woman finished the race 1,Johann Haraldsson is the first man finished the race 1 at the time of 1:19.10 he is involved two different events like Giant Slalom and Slalom."
how many athletes finished race 1?,Alpine_skiing,https://en.wikipedia.org/wiki/Iceland_at_the_2002_Winter_Olympics#Alpine_skiing,"Here's a table of how Iceland's did in Alpine skiing at the 2002 Winter Olympics. 5 finished race 1 in 2 events, with Björgvin Björgvinsson (Giant Slalom event) being the fastest at 1:15.86, and Kristinn Björnsson (Slalom event) being fastest 53.05"
tell me about the series,Track_listing,https://en.wikipedia.org/wiki/Disneymania_4#Track_listing,"Disneymania 4 is the fourth in the Disneymania series. Here is the Track listing of Disneymania 4. In this table we can find out the Serial number of the song, Title of the song, Performer of the song, Film from which the song is taken and Length of the song."
tell me about the series,Track_listing,https://en.wikipedia.org/wiki/Disneymania_4#Track_listing,"Disneymania 4 is the fourth in the Disneymania series. Here is the track listing of Disneymania 4. In this table we have information about the title of the song, Performer, Film Name, Length of the song and serial Number."
tell me about the series,Track_listing,https://en.wikipedia.org/wiki/Disneymania_4#Track_listing,"i found a table of track listing.There are 17 series title and details of this table.The title of ""A Dream Is a Wish Your Heart Makes"", then Performer is a Disney Channel Stars,then film is Cinderella, and length it is a 3:46 of this series,etc.,"
tell me about the series,Track_listing,https://en.wikipedia.org/wiki/Disneymania_4#Track_listing,"I found the track listing tables,There are 17 tracks album performer like Disney channel stars and Devo 2.0 and track length varies second by second highest track length is 4:15 and the lowest track length is 2.04 in the film of pirate of the Caribbean.Many tracks are very successful"
tell me about the series,Track_listing,https://en.wikipedia.org/wiki/Disneymania_4#Track_listing,"The table I found for information related to Disneymania series has 17 titles. The table includes the title, performer, film and track length. The top 3 songs on the list are ""A Dream Is a Wish Your Heart Makes"" from Cinderella, Zip-a-Dee-Doo-Dah from Song of the South and If I Never Knew You from Pocahontas  ."
tell me about these computers,Early_digital_computer_characteristics,https://en.wikipedia.org/wiki/History_of_computing_hardware#Early_digital_computer_characteristics,"I found a table of Early digital computer characteristics.  these digital computer work with program by punched 35 mm film stock, single purpose, Program-controlled by patch cables and switches, Program-controlled by 24-channel punched paper tape, Program-controlled by patch cables and switches, Stored-program in rotating drum memory, and Stored-program in mercury delay line memory."
tell me about these computers,Early_digital_computer_characteristics,https://en.wikipedia.org/wiki/History_of_computing_hardware#Early_digital_computer_characteristics,"I found a table of some early digital computers of the 1940s. The computers on this table are all Turing complete after 1944, which indicates that they can be used to simulate any Turing machine, a fundamental principle of computers and machine design."
tell me about these computers,Early_digital_computer_characteristics,https://en.wikipedia.org/wiki/History_of_computing_hardware#Early_digital_computer_characteristics,"I found a table of early digital computer characteristice. in this computer characteristic in 1940s historeys. In computing, floating-point arithmetic (FP) is arithmetic using formulaic representation of real numbers as an approximation to support a trade-off between range and precision. For this reason, floating-point computation is often found in systems which include very small and very large real numbers, which require fast processing times. A number is, in general, represented approximately to a fixed number of significant digits and scaled using an exponent in some fixed base; the base for the scaling is normally two, ten, or sixteen. A number that can be represented exactly is of the following form etc.,then many computer usages in this table."
